"id","product_name","product_code","description","selling_price","max_selling_price","min_discount","warranty","created_at","updated_at","deleted_at","disable","tran_limit","gst","cgst","sgst","weight_kg","volumetric_weight","moq","transfer_price","is_deleted","created_by_id","deleted_by_id","group_id","serial_status_id","updated_by_id"
"322","LED TV (CTVSBSLED4002)","LED TV (CTVSBSLED4002)","LED TV (CTVSBSLED4002)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"323","LED TV (CTVCSLED6504)","LED TV (CTVCSLED6504)","LED TV (CTVCSLED6504)","1.00","12000.00","0.00",13,NULL,NULL,NULL,False,"1.00","28.00","0.00","0.00","0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"324","LED TV (CTVCSLED5504)","LED TV (CTVCSLED5504)","LED TV (CTVCSLED5504)","1.00","50000.00","0.00",13,NULL,NULL,NULL,False,"1.00","28.00","0.00","0.00","0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"325","LED TV (CTVSBLED2452)","LED TV (CTVSBLED2452)","LED TV (CTVSBLED2452)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"326","LED TV (CTVSBSLED3202)","LED TV (CTVSBSLED3202)","LED TV (CTVSBSLED3202)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"327","LED TV (CTVMSLED4003)","LED TV (CTVMSLED4003)","LED TV (CTVMSLED4003)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"328","LED TV (CTVCSLED5004)","LED TV (CTVCSLED5004)","LED TV (CTVCSLED5004)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"329","LED TV (CTVMSLED5003)","LED TV (CTVMSLED5003)","LED TV (CTVMSLED5003)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"330","LED TV (CTVSBSLED5002)","LED TV (CTVSBSLED5002)","LED TV (CTVSBSLED5002)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"331","LAPTOP HDD :1 TB CS","LAPTOP HDD :1 TB CS","LAPTOP HDD :1 TB CS","0.00","0.00","0.00",13,NULL,NULL,"2021-05-03 19:50:44+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"27","1",NULL
"332","LED TV (CTVSLED4201)","LED TV (CTVSLED4201)","LED TV (CTVSLED4201)","16890.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"333","KEYBOARD 453L (CT-KB-L0415)","KEYBOARD 453L (CT-KB-L0415)","KEYBOARD 453L (CT-KB-L0415)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"334","Cabinet CT-143","Cabinet CT-143","Cabinet CT-143","0.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"335","WLKB/MOUSE/COMBO(APHRO) (CTKBWLA0459)","WLKB/MOUSE/COMBO(APHRO) (CTKBWLA0459)","WLKB/MOUSE/COMBO(APHRO) (CTKBWLA0459)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"4","2",NULL
"336","FREIGHT CHARGES","FREIGHT CHARGES","FREIGHT CHARGES","0.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"337","LAPTOP HDD: 250 GB CSC","LAPTOP HDD: 250 GB CSC","LAPTOP HDD: 250 GB CSC","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"338","LAPTOP HDD :500 GB CS","LAPTOP HDD :500 GB CS","LAPTOP HDD :500 GB CS","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"339","CRAM 4GB DDR4","CRAM 4GB DDR4","CRAM 4GB DDR4","0.00","0.00","0.00",37,NULL,NULL,NULL,False,"0.00","18.00","0.00","0.00","0.04","0.04",20,NULL,False,1,NULL,"8","1",NULL
"340","LAPTOP CRAM 4GB DDR3","LAPTOP CRAM 4GB DDR3","LAPTOP CRAM 4GB DDR3","0.00","0.00","0.00",37,NULL,NULL,NULL,False,"0.00","18.00","0.00","0.00","0.03","0.04",20,NULL,False,1,NULL,"23","1",NULL
"341","HDD 160GB CIC","HDD 160GB CIC","HDD 160GB CIC","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"342","HDD 4TB CSA","HDD 4TB CSA","HDD 4TB CSA","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"343","LAPTOP HDD :160 GB CSB-ARCHIVE","LAPTOP HDD :160 GB CSB","LAPTOP HDD :160 GB CSB","0.00","0.00","0.00",13,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"27","1",NULL
"344","CONSISTENT LAPTOP BAG BR(CT-BAG-1100)","CONSISTENT LAPTOP BAG BR(CT-BAG-1100)",NULL,"1.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"345","CONSISTENT LAPTOP BAG BR(CT-BAG-1101)","CONSISTENT LAPTOP BAG BR(CT-BAG-1101)",NULL,"1.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"346","Pc Doctor Safe 1 User Pack","Pc Doctor Safe 1 User Pack",NULL,"1.00","0.00","0.00",0,NULL,NULL,"2021-01-14 10:49:31+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"18","2",NULL
"347","Pc Doctor I- Net Protector 1 user Pack","Pc Doctor I- Net Protector 1 user Pack",NULL,"1.00","0.00","0.00",0,NULL,NULL,"2021-01-14 10:49:08+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"18","2",NULL
"348","CRAM 4GB DDR3","CRAM 4GB DDR3","CRAM 4GB DDR3","0.00","0.00","0.00",37,NULL,NULL,"2020-10-12 14:18:39+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"8","1",NULL
"349","CRAM 2GB DDR3","CRAM 2GB DDR3","CRAM 2GB DDR3","0.00","0.00","0.00",37,NULL,NULL,"2020-10-12 14:18:59+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"8","1",NULL
"350","CRAM 2GB DDR2","CRAM 2GB DDR2","CRAM 2GB DDR2","0.00","0.00","0.00",37,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"8","1",NULL
"351","CRAM 1GB DDR2","CRAM 1GB DDR2","CRAM 1GB DDR2","0.00","0.00","0.00",37,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"8","1",NULL
"352","CRAM 8GB DDR4","CRAM 8GB DDR4","CRAM 8GB DDR4","0.00","0.00","0.00",37,NULL,NULL,"2022-06-07 17:34:29+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"8","1",NULL
"353","LAPTOP CRAM 4GB DDR3-ARCHIVE","LAPTOP CRAM 4GB DDR3","LAPTOP CRAM 4GB DDR3","0.00","0.00","0.00",37,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"23","1",NULL
"354","LAPTOP CRAM 2GB DDR3","LAPTOP CRAM 2GB DDR3","LAPTOP CRAM 2GB DDR3","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"23","1",NULL
"355","MOTHER BOARD H61","MOTHER BOARD H61","MOTHER BOARD H61","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.60","0.00",20,NULL,False,1,NULL,"7","1",NULL
"356","CRAM 8GB DDR3","CRAM 8GB DDR3","CRAM 8GB DDR3","0.00","0.00","0.00",37,NULL,NULL,"2022-06-07 17:33:37+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"8","1",NULL
"357","LAPTOP HDD :250 GB CST","LAPTOP HDD :250 GB CST","LAPTOP HDD :250 GB CST","0.00","0.00","0.00",13,NULL,NULL,"2021-05-03 19:51:41+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"27","1",NULL
"358","HDD 2 TB CSH","HDD 2 TB CSH","HDD 2 TB CSH","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"359","LED TV (CTVSLED5001)","LED TV (CTVSLED5001)","LED TV (CTVSLED5001)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"360","LED TV (CTVSLED5501)","LED TV (CTVSLED5501)","LED TV (CTVSLED5501)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"361","LED TV (CTVSBSLED3203)","LED TV (CTVSBSLED3203)","LED TV (CTVSBSLED3203)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"362","PC Doctor Total Security 1 User Box","PC Doctor Total Security 1 User Box","PC Doctor Total Security 1 User Box","317.80","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"18","2",NULL
"363","PC Doctor Net Antivirus Pro","PC Doctor Net Antivirus Pro","PC Doctor Net Antivirus Pro","0.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"18","2",NULL
"364","CMB MOTHER BOARD C31","CMB MOTHER BOARD C31","CMB MOTHER BOARD C31","0.00","0.00","0.00",36,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"29","1",NULL
"365","PC Doctor Net Antivirus Pro Int Security","PC Doctor Net Antivirus Pro Int Security","PC Doctor Net Antivirus Pro Int Security","0.00","0.00","0.00",0,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"18","2",NULL
"366","HDD 4TB CSC","HDD 4TB CSC","HDD","1.00","0.00","1.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"367","LED TV (CTVCSLED5502)","LED TV (CTVCSLED5502)","LED TV (CTVCSLED5502)","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"368","LED TV(CTN2450A)","LED TV(CTN2450A)","LED TV(CTN2450A)","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"15","1",NULL
"369","LAPTOP HDD :1 TB CSH","LAPTOP HDD :1 TB CSH","LAPTOP HDD :1 TB CSH","0.00","0.00","0.00",13,NULL,NULL,"2021-05-03 19:50:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"27","1",NULL
"370","LAPTOP HDD 250 GB CSH","LAPTOP HDD 250 GB CSH","LAPTOP HDD 250 GB CSH","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"27","1",NULL
"371","MOTHER BOARD (MSI/LENOVO) H61","MOTHER BOARD (MSI/LENOVO) H61","MOTHER BOARD (MSI/LENOVO) H61","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"7","1",NULL
"372","KEYBOARD DWL (CT-KB-MO-D0459)","KEYBOARD DWL (CT-KB-MO-D0459)","KEYBOARD DWL (CT-KB-MO-D0459)","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"373","KEYBOARD LWL (CT-KB-MO-L0451)","KEYBOARD LWL (CT-KB-MO-L0451)","KEYBOARD LWL (CT-KB-MO-L0451)","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"374","KEYBOARD LWL (CT-KB-MO-L0452)","KEYBOARD LWL (CT-KB-MO-L0452)","KEYBOARD LWL (CT-KB-MO-L0452)","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"17","2",NULL
"375","MOTHER BOARD G41","MOTHER BOARD G41","MOTHER BOARD G41","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"7","1",NULL
"376","MOTHER BOARD G31","MOTHER BOARD G31","MOTHER BOARD G31","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"7","1",NULL
"377","HDD 2 TB EXTERNAL","HDD 2 TB EXTERNAL","HDD 2 TB EXTERNAL","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"28","1",NULL
"378","MOTHER BOARD H61-ARCHIVE","MOTHER BOARD H61","MOTHER BOARD H61","1.00","0.00","0.00",13,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"7","1",NULL
"379","CPU","CPU","CPU","0.00","0.00","0.00",1,NULL,NULL,"2021-01-18 13:10:57+05:45",False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"380","HDD 1TB EXTERNAL","HDD 1TB EXTERNAL","HDD 1TB EXTERNAL","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"28","1",NULL
"381","Consistent Ext. HDD 500GB (CT2500SX)","Consistent Ext. HDD 500GB (CT2500SX)","Consistent Ext. HDD 500GB (CT2500SX)","0.00","0.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",20,NULL,False,1,NULL,"26","1",NULL
"382","Consistent Ext. HDD 1TB (CT001SX)","Consistent Ext. HDD 1TB (CT001SX)","Consistent Ext. HDD 1TB (CT001SX)","0.00","0.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",20,NULL,False,1,NULL,"26","1",NULL
"383","CPU - DCB","CPU - DCB","CPU - DCB","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"10","1",NULL
"384","CPU - DCD","CPU - DCD","CPU - DCD","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"10","1",NULL
"385","CPU - ICB","CPU - ICB","CPU - ICB","1.00","0.00","0.00",13,NULL,NULL,"2022-02-19 14:44:55+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"386","CPU - IEB","CPU - IEB","CPU - IEB","1.00","0.00","0.00",13,NULL,NULL,"2022-02-19 14:45:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"387","CPU - IEC","CPU - IEC","CPU - IEC","1.00","0.00","0.00",13,NULL,NULL,"2022-02-19 14:45:54+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"388","HDD 2 TB CSC","HDD 2 TB CSC","HDD 2 TB CSC","1.00","0.00","0.00",13,NULL,NULL,"2021-05-03 19:15:08+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"9","1",NULL
"389","LAPTOP HDD 320 GB CSH","LAPTOP HDD 320 GB CSH","LAPTOP HDD 320 GB CSH","1.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"27","1",NULL
"390","CPU - ICC","CPU - ICC","CPU - ICC","1.00","0.00","0.00",13,NULL,NULL,"2022-02-19 14:45:05+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"391","CPU - ICD","CPU - ICD","CPU - ICD","0.00","0.00","0.00",13,NULL,NULL,"2022-02-19 14:45:16+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"10","1",NULL
"392","HDD 6TB CSH","HDD 6TB CSH","HDD 6TB CSH","1.00","0.00","0.00",13,NULL,NULL,"2021-05-03 19:50:09+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"9","1",NULL
"393","Ball Pen","Ball Pen","Ball Pen","1.00","0.00","0.00",0,NULL,NULL,"2021-01-19 14:53:24+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"17","2",NULL
"394","Table Calendar on Crystal With Metalised","Table Calendar on Crystal With Metalised","Table Calendar on Crystal With Metalised","1.00","0.00","0.00",0,NULL,NULL,"2021-01-19 14:53:09+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"17","2",NULL
"395","Tv+PC Doctor Single Pager","Tv+PC Doctor Single Pager","Tv+PC Doctor Single Pager","1.00","0.00","0.00",0,NULL,NULL,"2021-01-14 10:49:19+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"18","2",NULL
"399","MOTHER BOARD H81","MOTHER BOARD H81","MOTHER BOARD H81","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.60","0.00",20,NULL,False,1,NULL,"7","1",NULL
"400","HDD 3 TB CSH","HDD 3 TB CSH","HDD 3 TB CSH","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"9","1",NULL
"401","LED TV (CTVSLED4301)","LED TV (CTVSLED4301)","LED TV (CTVSLED4301)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","28.00","0.00","0.00","0.00","0.00",2,NULL,False,1,NULL,"15","1",NULL
"402","Consistent Laptop HDD 500GB (CT2500SL)","Consistent Laptop HDD 500GB (CT2500SL)","Consistent Laptop HDD 500GB (CT2500SL)","1.00","0.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",20,NULL,False,1,NULL,"25","1",NULL
"403","R 3200 N","R 3200 N","R 3200 N","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:32:22+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"404","R 3200 S","R 3200 S","R 3200 S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:32:16+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"405","Consistent Laptop HDD 320GB (CT2320SL)","Consistent Laptop HDD 320GB (CT2320SL)","Consistent Laptop HDD 320GB (CT2320SL)","0.00","0.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00","0.00","0.00","0.16","0.13",20,NULL,False,1,NULL,"25","1",NULL
"406","Consistent Laptop HDD 1TB (CT2001SL)","Consistent Laptop HDD 1TB (CT2001SL)","Consistent Laptop HDD 1TB (CT2001SL)","0.00","0.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00","0.00","0.00","0.18","0.13",20,NULL,False,1,NULL,"25","1",NULL
"407","Currency Counting Value Machine","Currency Counting Value Machine","Currency Counting Value Machine","1.00","10000.00","0.00",6,NULL,NULL,NULL,False,"1.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"42","1",NULL
"408","CMB MOTHER BOARD H110","CMB MOTHER BOARD H110","CMB MOTHER BOARD H110","1.00","1.00","0.00",25,NULL,NULL,NULL,False,"0.00","18.00","0.00","0.00","0.58","0.70",20,NULL,False,1,NULL,"29","1",NULL
"409","CMB MOTHER BOARD H55 COMBO","CMB MOTHER BOARD H55 COMBO","CMB MOTHER BOARD H55 COMBO","1.00","0.00","0.00",36,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"29","1",NULL
"410","R2400N","R2400N","R2400N","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:36:14+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"411","R2400SB","R2400SB","R2400SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:36:29+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"412","R3200SB","R3200SB","R3200SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:32:19+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"413","R4000N","R4000N","R4000N","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:36:22+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"414","R4000S","R4000S","R4000S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:36:06+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"415","R4000SB","R4000SB","R4000SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:57+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"416","R4300S","R4300S","R4300S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:48+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"417","R5000S","R5000S","R5000S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:39+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"418","R5000SB","R5000SB","R5000SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:29+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"419","R5500S","R5500S","R5500S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:14+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"420","R5500SB","R5500SB","R5500SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:35:04+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"421","R6500S","R6500S","R6500S","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:34:50+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"422","R6500SB","R6500SB","R6500SB","1.00","0.00","0.00",12,NULL,NULL,"2021-01-14 10:34:37+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"15","1",NULL
"423","Lamination Machine 320","Lamination Machine 320","Lamination Machine 320","2150.00","0.00","0.00",3,NULL,NULL,"2021-01-14 10:32:11+05:45",True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"17","2",NULL
"424","HP SSD S700 2.5 120GB","HP SSD S700 2.5 120GB","HP SSD S700 2.5 120GB","0.00","0.00","0.00",12,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"19","1",NULL
"425","HP SSD S700 2.5 250GB","HP SSD S700 2.5 250GB","HP SSD S700 2.5 250GB","0.00","0.00","0.00",12,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"19","1",NULL
"426","HP SSD S700 2.5 500GB","HP SSD S700 2.5 500GB","HP SSD S700 2.5 500GB","0.00","0.00","0.00",12,NULL,NULL,NULL,True,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"19","1",NULL
"427","HP SSD S700 M.2 120G","HP SSD S700 M.2 120G","HP SSD S700 M.2 120G","1550.00","4500.00","0.00",12,NULL,NULL,"2022-01-12 16:26:19+05:45",True,"1550.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"19","1",NULL
"428","HP SSD S700 M.2 250G","HP SSD S700 M.2 250G","HP SSD S700 M.2 250G","2330.00","6500.00","0.00",12,NULL,NULL,"2022-01-12 16:28:24+05:45",True,"2330.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"19","1",NULL
"429","HP SSD S700 M.2 500G","HP SSD S700 M.2 500G","HP SSD S700 M.2 500G","3905.00","11500.00","0.00",12,NULL,NULL,"2022-01-12 16:28:43+05:45",True,"3905.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,True,1,1,"19","1",NULL
"430","PVC USB to Micro Cable (ADPC-M10W)","PVC USB to Micro Cable (ADPC-M10W)","PVC USB to Micro Cable (ADPC-M10W)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"22","2",NULL
"431","Metal USB to Micro Cable (ADM-M200B)","Metal USB to Micro Cable (ADM-M200B)","Metal USB to Micro Cable (ADM-M200B)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"22","2",NULL
"432","Metal USB to IOS Cable (ADM-I200B)","Metal USB to IOS Cable (ADM-I200B)","Metal USB to IOS Cable (ADM-I200B)","0.00","0.00","0.00",13,NULL,NULL,NULL,False,"0.00","18.00",NULL,NULL,"0.00","0.00",0,NULL,False,1,NULL,"22","2",NULL
